Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
RCA_Sched_Scalability_DataCreation,Success,72,17,Aug 19, 2020, 4:42:28 PM,Aug 20, 2020, 2:02:04 PM,0:00:03
RCA_Sched_Scalability_DataLoader,Success,6,0,Aug 19, 2020, 12:34:59 PM,Aug 19, 2020, 12:39:01 PM,0:00:01
RCA_Sched_Scalability_ConfirmAppointment,Success,2,1,Aug 19, 2020, 8:54:36 AM,Aug 19, 2020, 9:37:13 AM,0:04:45
RCA_Sched_Scalability_CheckIn_Appointment,Failure,1,1,Aug 19, 2020, 10:23:11 AM,Aug 19, 2020, 10:23:11 AM,0:00:00
